"S.No","Class","avgDiagOne","avgDiagTwo","sumDiagOne","sumDiagTwo","avgFirst30Cols","avgLast30Cols","avgFirst30Rows","avgLast30Rows"
"1","Apple",78.43,102.62,7843.0,10262.0,107.8,71.4,89.73,82.6
